Transaction ID,Date,Product ID,Product Name,Product Category,Quantity,PPU,Amount,Customer_ID,Region
T000663,03.01.2025,PROD-010,Webcam 1080p HD,Electronics,3,180000,540000,Customer-031,Bago
T000974,04.01.2025,PROD-007,USB-C Docking Station,Electronics,4,340000,1360000,Customer-031,Bago
T000975,04.01.2025,PROD-001,Ergonomic Mesh Chair,Furniture,2,750000,1500000,Customer-031,Bago
T001255,05.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,6,380000,2280000,Customer-031,Bago
T001256,05.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,10,380000,3800000,Customer-031,Bago
T001257,05.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,5,380000,1900000,Customer-031,Bago
T001258,05.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,7,380000,2660000,Customer-031,Bago
T001578,06.01.2025,PROD-001,Ergonomic Mesh Chair,Furniture,2,750000,1500000,Customer-031,Bago
T001579,06.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,6,900000,5400000,Customer-031,Bago
T001580,06.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,10,380000,3800000,Customer-031,Bago
T001914,07.01.2025,PROD-009,Adjustable Monitor Arm,Furniture,10,195000,1950000,Customer-031,Bago
T001915,07.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,5,900000,4500000,Customer-031,Bago
T002206,08.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,8,380000,3040000,Customer-031,Bago
T002207,08.01.2025,PROD-004,Standing Desk Converter,Furniture,7,500000,3500000,Customer-031,Bago
T002208,08.01.2025,PROD-009,Adjustable Monitor Arm,Furniture,10,195000,1950000,Customer-031,Bago
T002477,09.01.2025,PROD-001,Ergonomic Mesh Chair,Furniture,8,750000,6000000,Customer-031,Bago
T002768,10.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,2,380000,760000,Customer-031,Bago
T002769,10.01.2025,PROD-007,USB-C Docking Station,Electronics,1,340000,340000,Customer-031,Bago
T003074,11.01.2025,PROD-003,27-inch 4K Monitor,Electronics,3,1200000,3600000,Customer-031,Bago
T003679,13.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,3,380000,1140000,Customer-031,Bago
T003680,13.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,10,900000,9000000,Customer-031,Bago
T003975,14.01.2025,PROD-009,Adjustable Monitor Arm,Furniture,7,195000,1365000,Customer-031,Bago
T004593,16.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,1,900000,900000,Customer-031,Bago
T004594,16.01.2025,PROD-003,27-inch 4K Monitor,Electronics,8,1200000,9600000,Customer-031,Bago
T004595,16.01.2025,PROD-001,Ergonomic Mesh Chair,Furniture,1,750000,750000,Customer-031,Bago
T005243,18.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,4,900000,3600000,Customer-031,Bago
T005244,18.01.2025,PROD-007,USB-C Docking Station,Electronics,9,340000,3060000,Customer-031,Bago
T005535,19.01.2025,PROD-010,Webcam 1080p HD,Electronics,3,180000,540000,Customer-031,Bago
T005536,19.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,6,900000,5400000,Customer-031,Bago
T005838,20.01.2025,PROD-007,USB-C Docking Station,Electronics,8,340000,2720000,Customer-031,Bago
T005839,20.01.2025,PROD-010,Webcam 1080p HD,Electronics,10,180000,1800000,Customer-031,Bago
T006156,21.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,5,380000,1900000,Customer-031,Bago
T006157,21.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,9,900000,8100000,Customer-031,Bago
T006158,21.01.2025,PROD-007,USB-C Docking Station,Electronics,2,340000,680000,Customer-031,Bago
T006159,21.01.2025,PROD-004,Standing Desk Converter,Furniture,2,500000,1000000,Customer-031,Bago
T006471,22.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,1,900000,900000,Customer-031,Bago
T006784,23.01.2025,PROD-009,Adjustable Monitor Arm,Furniture,10,195000,1950000,Customer-031,Bago
T007106,24.01.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,9,70000,630000,Customer-031,Bago
T007107,24.01.2025,PROD-004,Standing Desk Converter,Furniture,1,500000,500000,Customer-031,Bago
T007412,25.01.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,9,25500,229500,Customer-031,Bago
T007413,25.01.2025,PROD-003,27-inch 4K Monitor,Electronics,6,1200000,7200000,Customer-031,Bago
T007414,25.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,1,900000,900000,Customer-031,Bago
T007743,26.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,5,900000,4500000,Customer-031,Bago
T008059,27.01.2025,PROD-009,Adjustable Monitor Arm,Furniture,5,195000,975000,Customer-031,Bago
T008060,27.01.2025,PROD-007,USB-C Docking Station,Electronics,8,340000,2720000,Customer-031,Bago
T008061,27.01.2025,PROD-007,USB-C Docking Station,Electronics,1,340000,340000,Customer-031,Bago
T008062,27.01.2025,PROD-010,Webcam 1080p HD,Electronics,10,180000,1800000,Customer-031,Bago
T008063,27.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,5,380000,1900000,Customer-031,Bago
T008643,29.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,3,900000,2700000,Customer-031,Bago
T008644,29.01.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,9,70000,630000,Customer-031,Bago
T008924,30.01.2025,PROD-007,USB-C Docking Station,Electronics,3,340000,1020000,Customer-031,Bago
T008925,30.01.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,9,25500,229500,Customer-031,Bago
T009867,02.02.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,6,70000,420000,Customer-031,Bago
T010179,03.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,10,25500,255000,Customer-031,Bago
T010180,03.02.2025,PROD-007,USB-C Docking Station,Electronics,1,340000,340000,Customer-031,Bago
T010493,04.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,2,195000,390000,Customer-031,Bago
T010494,04.02.2025,PROD-010,Webcam 1080p HD,Electronics,9,180000,1620000,Customer-031,Bago
T010495,04.02.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,9,70000,630000,Customer-031,Bago
T010496,04.02.2025,PROD-005,Noise-Cancelling Headphones,Electronics,7,900000,6300000,Customer-031,Bago
T010830,05.02.2025,PROD-003,27-inch 4K Monitor,Electronics,7,1200000,8400000,Customer-031,Bago
T011119,06.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,6,380000,2280000,Customer-031,Bago
T011408,07.02.2025,PROD-003,27-inch 4K Monitor,Electronics,7,1200000,8400000,Customer-031,Bago
T011409,07.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,10,25500,255000,Customer-031,Bago
T011697,08.02.2025,PROD-004,Standing Desk Converter,Furniture,9,500000,4500000,Customer-031,Bago
T011698,08.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,3,195000,585000,Customer-031,Bago
T012330,10.02.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,9,70000,630000,Customer-031,Bago
T012331,10.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,7,380000,2660000,Customer-031,Bago
T012332,10.02.2025,PROD-010,Webcam 1080p HD,Electronics,6,180000,1080000,Customer-031,Bago
T012617,11.02.2025,PROD-004,Standing Desk Converter,Furniture,4,500000,2000000,Customer-031,Bago
T012618,11.02.2025,PROD-010,Webcam 1080p HD,Electronics,5,180000,900000,Customer-031,Bago
T012933,12.02.2025,PROD-003,27-inch 4K Monitor,Electronics,5,1200000,6000000,Customer-031,Bago
T013228,13.02.2025,PROD-007,USB-C Docking Station,Electronics,4,340000,1360000,Customer-031,Bago
T013538,14.02.2025,PROD-004,Standing Desk Converter,Furniture,10,500000,5000000,Customer-031,Bago
T013539,14.02.2025,PROD-004,Standing Desk Converter,Furniture,1,500000,500000,Customer-031,Bago
T013835,15.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,2,380000,760000,Customer-031,Bago
T013836,15.02.2025,PROD-007,USB-C Docking Station,Electronics,2,340000,680000,Customer-031,Bago
T014123,16.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,3,750000,2250000,Customer-031,Bago
T014124,16.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,1,25500,25500,Customer-031,Bago
T014125,16.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,9,25500,229500,Customer-031,Bago
T014429,17.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,6,195000,1170000,Customer-031,Bago
T014700,18.02.2025,PROD-003,27-inch 4K Monitor,Electronics,4,1200000,4800000,Customer-031,Bago
T015032,19.02.2025,PROD-007,USB-C Docking Station,Electronics,2,340000,680000,Customer-031,Bago
T015033,19.02.2025,PROD-004,Standing Desk Converter,Furniture,10,500000,5000000,Customer-031,Bago
T015328,20.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,10,25500,255000,Customer-031,Bago
T015329,20.02.2025,PROD-007,USB-C Docking Station,Electronics,1,340000,340000,Customer-031,Bago
T015330,20.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,4,750000,3000000,Customer-031,Bago
T015331,20.02.2025,PROD-003,27-inch 4K Monitor,Electronics,9,1200000,10800000,Customer-031,Bago
T015452,21.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,8,750000,6000000,Customer-031,Bago
T015453,21.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,10,380000,3800000,Customer-031,Bago
T015454,21.02.2025,PROD-010,Webcam 1080p HD,Electronics,6,180000,1080000,Customer-031,Bago
T015455,21.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,1,195000,195000,Customer-031,Bago
T015627,22.02.2025,PROD-010,Webcam 1080p HD,Electronics,2,180000,360000,Customer-031,Bago
T015628,22.02.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,6,70000,420000,Customer-031,Bago
T015629,22.02.2025,PROD-005,Noise-Cancelling Headphones,Electronics,4,900000,3600000,Customer-031,Bago
T015757,23.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,4,25500,102000,Customer-031,Bago
T015758,23.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,5,195000,975000,Customer-031,Bago
T015759,23.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,10,25500,255000,Customer-031,Bago
T015760,23.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,9,25500,229500,Customer-031,Bago
T015906,24.02.2025,PROD-004,Standing Desk Converter,Furniture,6,500000,3000000,Customer-031,Bago
T016029,25.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,8,380000,3040000,Customer-031,Bago
T016030,25.02.2025,PROD-010,Webcam 1080p HD,Electronics,1,180000,180000,Customer-031,Bago
T016176,26.02.2025,PROD-004,Standing Desk Converter,Furniture,1,500000,500000,Customer-031,Bago
T016177,26.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,6,195000,1170000,Customer-031,Bago
T016178,26.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,1,380000,380000,Customer-031,Bago
T016326,27.02.2025,PROD-004,Standing Desk Converter,Furniture,9,500000,4500000,Customer-031,Bago
T016327,27.02.2025,PROD-007,USB-C Docking Station,Electronics,3,340000,1020000,Customer-031,Bago
T016493,28.02.2025,PROD-004,Standing Desk Converter,Furniture,2,500000,1000000,Customer-031,Bago
T016649,01.03.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,1,70000,70000,Customer-031,Bago
T016797,02.03.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,5,380000,1900000,Customer-031,Bago
T016939,03.03.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,4,70000,280000,Customer-031,Bago
T016940,03.03.2025,PROD-003,27-inch 4K Monitor,Electronics,2,1200000,2400000,Customer-031,Bago
T017088,04.03.2025,PROD-009,Adjustable Monitor Arm,Furniture,7,195000,1365000,Customer-031,Bago
T017089,04.03.2025,PROD-009,Adjustable Monitor Arm,Furniture,9,195000,1755000,Customer-031,Bago
T017244,05.03.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,2,25500,51000,Customer-031,Bago
T017245,05.03.2025,PROD-004,Standing Desk Converter,Furniture,5,500000,2500000,Customer-031,Bago
T017406,06.03.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,7,70000,490000,Customer-031,Bago
T017407,06.03.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,5,25500,127500,Customer-031,Bago
T017408,06.03.2025,PROD-001,Ergonomic Mesh Chair,Furniture,8,750000,6000000,Customer-031,Bago
T017409,06.03.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,4,25500,102000,Customer-031,Bago
T017410,06.03.2025,PROD-010,Webcam 1080p HD,Electronics,2,180000,360000,Customer-031,Bago
T017551,07.03.2025,PROD-003,27-inch 4K Monitor,Electronics,1,1200000,1200000,Customer-031,Bago
T017714,08.03.2025,PROD-005,Noise-Cancelling Headphones,Electronics,9,900000,8100000,Customer-031,Bago
T017715,08.03.2025,PROD-005,Noise-Cancelling Headphones,Electronics,7,900000,6300000,Customer-031,Bago
T017868,09.03.2025,PROD-004,Standing Desk Converter,Furniture,8,500000,4000000,Customer-031,Bago
T018003,10.03.2025,PROD-009,Adjustable Monitor Arm,Furniture,8,195000,1560000,Customer-031,Bago
T018142,11.03.2025,PROD-005,Noise-Cancelling Headphones,Electronics,10,900000,9000000,Customer-031,Bago
T018143,11.03.2025,PROD-007,USB-C Docking Station,Electronics,1,340000,340000,Customer-031,Bago
T018459,13.03.2025,PROD-007,USB-C Docking Station,Electronics,9,340000,3060000,Customer-031,Bago
T018460,13.03.2025,PROD-003,27-inch 4K Monitor,Electronics,2,1200000,2400000,Customer-031,Bago
T018597,14.03.2025,PROD-003,27-inch 4K Monitor,Electronics,2,1200000,2400000,Customer-031,Bago
T018598,14.03.2025,PROD-010,Webcam 1080p HD,Electronics,6,180000,1080000,Customer-031,Bago
T018599,14.03.2025,PROD-001,Ergonomic Mesh Chair,Furniture,5,750000,3750000,Customer-031,Bago
T018763,15.03.2025,PROD-003,27-inch 4K Monitor,Electronics,7,1200000,8400000,Customer-031,Bago
T018764,15.03.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,10,70000,700000,Customer-031,Bago
T018922,16.03.2025,PROD-003,27-inch 4K Monitor,Electronics,8,1200000,9600000,Customer-031,Bago
T019348,19.03.2025,PROD-009,Adjustable Monitor Arm,Furniture,4,195000,780000,Customer-031,Bago
T019472,20.03.2025,PROD-010,Webcam 1080p HD,Electronics,3,180000,540000,Customer-031,Bago
T019619,21.03.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,10,25500,255000,Customer-031,Bago
T019921,23.03.2025,PROD-010,Webcam 1080p HD,Electronics,9,180000,1620000,Customer-031,Bago
T020074,24.03.2025,PROD-007,USB-C Docking Station,Electronics,3,340000,1020000,Customer-031,Bago
T020213,25.03.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,4,70000,280000,Customer-031,Bago
T020363,26.03.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,4,70000,280000,Customer-031,Bago
T020364,26.03.2025,PROD-004,Standing Desk Converter,Furniture,3,500000,1500000,Customer-031,Bago
T020365,26.03.2025,PROD-007,USB-C Docking Station,Electronics,5,340000,1700000,Customer-031,Bago
T020366,26.03.2025,PROD-004,Standing Desk Converter,Furniture,8,500000,4000000,Customer-031,Bago
T020523,27.03.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,3,25500,76500,Customer-031,Bago
T020524,27.03.2025,PROD-001,Ergonomic Mesh Chair,Furniture,4,750000,3000000,Customer-031,Bago
T020525,27.03.2025,PROD-001,Ergonomic Mesh Chair,Furniture,7,750000,5250000,Customer-031,Bago
T020687,28.03.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,2,25500,51000,Customer-031,Bago
T020688,28.03.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,10,380000,3800000,Customer-031,Bago
T020689,28.03.2025,PROD-009,Adjustable Monitor Arm,Furniture,1,195000,195000,Customer-031,Bago
T020690,28.03.2025,PROD-003,27-inch 4K Monitor,Electronics,9,1200000,10800000,Customer-031,Bago
T021001,30.03.2025,PROD-001,Ergonomic Mesh Chair,Furniture,1,750000,750000,Customer-031,Bago
T021150,31.03.2025,PROD-004,Standing Desk Converter,Furniture,4,500000,2000000,Customer-031,Bago
T021151,31.03.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,6,380000,2280000,Customer-031,Bago
T021283,01.04.2025,PROD-004,Standing Desk Converter,Furniture,9,500000,4500000,Customer-031,Bago
T021445,02.04.2025,PROD-001,Ergonomic Mesh Chair,Furniture,10,750000,7500000,Customer-031,Bago
T021446,02.04.2025,PROD-009,Adjustable Monitor Arm,Furniture,2,195000,390000,Customer-031,Bago
T021447,02.04.2025,PROD-001,Ergonomic Mesh Chair,Furniture,6,750000,4500000,Customer-031,Bago
T021587,03.04.2025,PROD-003,27-inch 4K Monitor,Electronics,5,1200000,6000000,Customer-031,Bago
T021588,03.04.2025,PROD-004,Standing Desk Converter,Furniture,8,500000,4000000,Customer-031,Bago
T021735,04.04.2025,PROD-001,Ergonomic Mesh Chair,Furniture,10,750000,7500000,Customer-031,Bago
T021736,04.04.2025,PROD-009,Adjustable Monitor Arm,Furniture,8,195000,1560000,Customer-031,Bago
T021737,04.04.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,7,380000,2660000,Customer-031,Bago
T021898,05.04.2025,PROD-001,Ergonomic Mesh Chair,Furniture,5,750000,3750000,Customer-031,Bago
T021899,05.04.2025,PROD-003,27-inch 4K Monitor,Electronics,3,1200000,3600000,Customer-031,Bago
T021900,05.04.2025,PROD-001,Ergonomic Mesh Chair,Furniture,10,750000,7500000,Customer-031,Bago
T022051,06.04.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,8,380000,3040000,Customer-031,Bago
T022052,06.04.2025,PROD-004,Standing Desk Converter,Furniture,10,500000,5000000,Customer-031,Bago
T022177,07.04.2025,PROD-007,USB-C Docking Station,Electronics,5,340000,1700000,Customer-031,Bago
T022178,07.04.2025,PROD-005,Noise-Cancelling Headphones,Electronics,7,900000,6300000,Customer-031,Bago
T022179,07.04.2025,PROD-009,Adjustable Monitor Arm,Furniture,9,195000,1755000,Customer-031,Bago
T022319,08.04.2025,PROD-003,27-inch 4K Monitor,Electronics,6,1200000,7200000,Customer-031,Bago
T022320,08.04.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,9,70000,630000,Customer-031,Bago
T022321,08.04.2025,PROD-009,Adjustable Monitor Arm,Furniture,3,195000,585000,Customer-031,Bago
T022471,09.04.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,6,380000,2280000,Customer-031,Bago
T022472,09.04.2025,PROD-004,Standing Desk Converter,Furniture,6,500000,3000000,Customer-031,Bago
T022755,11.04.2025,PROD-007,USB-C Docking Station,Electronics,9,340000,3060000,Customer-031,Bago
T022880,12.04.2025,PROD-003,27-inch 4K Monitor,Electronics,4,1200000,4800000,Customer-031,Bago
T022881,12.04.2025,PROD-007,USB-C Docking Station,Electronics,2,340000,680000,Customer-031,Bago
T022981,13.04.2025,PROD-007,USB-C Docking Station,Electronics,3,340000,1020000,Customer-031,Bago
T022982,13.04.2025,PROD-007,USB-C Docking Station,Electronics,9,340000,3060000,Customer-031,Bago
T023096,14.04.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,5,70000,350000,Customer-031,Bago
T023196,15.04.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,10,380000,3800000,Customer-031,Bago
T023292,16.04.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,5,25500,127500,Customer-031,Bago
T023293,16.04.2025,PROD-001,Ergonomic Mesh Chair,Furniture,10,750000,7500000,Customer-031,Bago
T023406,17.04.2025,PROD-003,27-inch 4K Monitor,Electronics,7,1200000,8400000,Customer-031,Bago
T023516,18.04.2025,PROD-003,27-inch 4K Monitor,Electronics,8,1200000,9600000,Customer-031,Bago
T023706,20.04.2025,PROD-004,Standing Desk Converter,Furniture,7,500000,3500000,Customer-031,Bago
T023798,21.04.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,1,25500,25500,Customer-031,Bago
T023799,21.04.2025,PROD-005,Noise-Cancelling Headphones,Electronics,1,900000,900000,Customer-031,Bago
T023894,22.04.2025,PROD-007,USB-C Docking Station,Electronics,4,340000,1360000,Customer-031,Bago
T023895,22.04.2025,PROD-010,Webcam 1080p HD,Electronics,4,180000,720000,Customer-031,Bago
T023896,22.04.2025,PROD-009,Adjustable Monitor Arm,Furniture,2,195000,390000,Customer-031,Bago
T023980,23.04.2025,PROD-003,27-inch 4K Monitor,Electronics,9,1200000,10800000,Customer-031,Bago
T024076,24.04.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,9,70000,630000,Customer-031,Bago
T024167,25.04.2025,PROD-003,27-inch 4K Monitor,Electronics,3,1200000,3600000,Customer-031,Bago
T024168,25.04.2025,PROD-010,Webcam 1080p HD,Electronics,7,180000,1260000,Customer-031,Bago
T024169,25.04.2025,PROD-004,Standing Desk Converter,Furniture,2,500000,1000000,Customer-031,Bago
T024170,25.04.2025,PROD-004,Standing Desk Converter,Furniture,1,500000,500000,Customer-031,Bago
T024369,27.04.2025,PROD-009,Adjustable Monitor Arm,Furniture,5,195000,975000,Customer-031,Bago
T024480,28.04.2025,PROD-005,Noise-Cancelling Headphones,Electronics,3,900000,2700000,Customer-031,Bago
T024481,28.04.2025,PROD-003,27-inch 4K Monitor,Electronics,7,1200000,8400000,Customer-031,Bago
T024482,28.04.2025,PROD-005,Noise-Cancelling Headphones,Electronics,4,900000,3600000,Customer-031,Bago
T024578,29.04.2025,PROD-007,USB-C Docking Station,Electronics,5,340000,1700000,Customer-031,Bago
T024662,30.04.2025,PROD-004,Standing Desk Converter,Furniture,3,500000,1500000,Customer-031,Bago
T024663,30.04.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,5,380000,1900000,Customer-031,Bago
T024664,30.04.2025,PROD-005,Noise-Cancelling Headphones,Electronics,2,900000,1800000,Customer-031,Bago
T024756,01.05.2025,PROD-007,USB-C Docking Station,Electronics,7,340000,2380000,Customer-031,Bago
T024757,01.05.2025,PROD-005,Noise-Cancelling Headphones,Electronics,9,900000,8100000,Customer-031,Bago
T024863,02.05.2025,PROD-007,USB-C Docking Station,Electronics,7,340000,2380000,Customer-031,Bago
T024967,03.05.2025,PROD-007,USB-C Docking Station,Electronics,7,340000,2380000,Customer-031,Bago
T024968,03.05.2025,PROD-004,Standing Desk Converter,Furniture,2,500000,1000000,Customer-031,Bago
T024969,03.05.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,4,70000,280000,Customer-031,Bago
T025063,04.05.2025,PROD-007,USB-C Docking Station,Electronics,6,340000,2040000,Customer-031,Bago
T025064,04.05.2025,PROD-005,Noise-Cancelling Headphones,Electronics,3,900000,2700000,Customer-031,Bago
T025065,04.05.2025,PROD-007,USB-C Docking Station,Electronics,6,340000,2040000,Customer-031,Bago
T025161,05.05.2025,PROD-004,Standing Desk Converter,Furniture,3,500000,1500000,Customer-031,Bago
T025162,05.05.2025,PROD-005,Noise-Cancelling Headphones,Electronics,4,900000,3600000,Customer-031,Bago
T025163,05.05.2025,PROD-005,Noise-Cancelling Headphones,Electronics,8,900000,7200000,Customer-031,Bago
T025164,05.05.2025,PROD-005,Noise-Cancelling Headphones,Electronics,9,900000,8100000,Customer-031,Bago
T025557,09.05.2025,PROD-003,27-inch 4K Monitor,Electronics,5,1200000,6000000,Customer-031,Bago
T025650,10.05.2025,PROD-001,Ergonomic Mesh Chair,Furniture,10,750000,7500000,Customer-031,Bago
T025651,10.05.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,7,70000,490000,Customer-031,Bago
T025749,11.05.2025,PROD-001,Ergonomic Mesh Chair,Furniture,2,750000,1500000,Customer-031,Bago
T026048,14.05.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,5,70000,350000,Customer-031,Bago
T026049,14.05.2025,PROD-004,Standing Desk Converter,Furniture,6,500000,3000000,Customer-031,Bago
T026050,14.05.2025,PROD-003,27-inch 4K Monitor,Electronics,3,1200000,3600000,Customer-031,Bago
T026156,15.05.2025,PROD-007,USB-C Docking Station,Electronics,4,340000,1360000,Customer-031,Bago
T026157,15.05.2025,PROD-004,Standing Desk Converter,Furniture,2,500000,1000000,Customer-031,Bago
T026252,16.05.2025,PROD-003,27-inch 4K Monitor,Electronics,10,1200000,12000000,Customer-031,Bago
T026253,16.05.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,2,70000,140000,Customer-031,Bago
T026254,16.05.2025,PROD-010,Webcam 1080p HD,Electronics,2,180000,360000,Customer-031,Bago
T026345,17.05.2025,PROD-003,27-inch 4K Monitor,Electronics,5,1200000,6000000,Customer-031,Bago
T026542,19.05.2025,PROD-005,Noise-Cancelling Headphones,Electronics,10,900000,9000000,Customer-031,Bago
T026729,21.05.2025,PROD-001,Ergonomic Mesh Chair,Furniture,8,750000,6000000,Customer-031,Bago
T026827,22.05.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,4,70000,280000,Customer-031,Bago
T026828,22.05.2025,PROD-004,Standing Desk Converter,Furniture,4,500000,2000000,Customer-031,Bago
T027049,24.05.2025,PROD-007,USB-C Docking Station,Electronics,8,340000,2720000,Customer-031,Bago
T027135,25.05.2025,PROD-007,USB-C Docking Station,Electronics,10,340000,3400000,Customer-031,Bago
T027136,25.05.2025,PROD-001,Ergonomic Mesh Chair,Furniture,9,750000,6750000,Customer-031,Bago
T027228,26.05.2025,PROD-001,Ergonomic Mesh Chair,Furniture,4,750000,3000000,Customer-031,Bago
T027229,26.05.2025,PROD-009,Adjustable Monitor Arm,Furniture,10,195000,1950000,Customer-031,Bago
T027230,26.05.2025,PROD-003,27-inch 4K Monitor,Electronics,8,1200000,9600000,Customer-031,Bago
T027231,26.05.2025,PROD-003,27-inch 4K Monitor,Electronics,1,1200000,1200000,Customer-031,Bago
T027232,26.05.2025,PROD-005,Noise-Cancelling Headphones,Electronics,9,900000,8100000,Customer-031,Bago
T027334,27.05.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,5,25500,127500,Customer-031,Bago
T027442,28.05.2025,PROD-009,Adjustable Monitor Arm,Furniture,5,195000,975000,Customer-031,Bago
T027535,29.05.2025,PROD-003,27-inch 4K Monitor,Electronics,6,1200000,7200000,Customer-031,Bago
T027536,29.05.2025,PROD-009,Adjustable Monitor Arm,Furniture,10,195000,1950000,Customer-031,Bago
T027537,29.05.2025,PROD-003,27-inch 4K Monitor,Electronics,6,1200000,7200000,Customer-031,Bago
T027538,29.05.2025,PROD-007,USB-C Docking Station,Electronics,8,340000,2720000,Customer-031,Bago
T027632,30.05.2025,PROD-001,Ergonomic Mesh Chair,Furniture,10,750000,7500000,Customer-031,Bago
T027633,30.05.2025,PROD-010,Webcam 1080p HD,Electronics,3,180000,540000,Customer-031,Bago
T027779,01.06.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,1,70000,70000,Customer-031,Bago
T027780,01.06.2025,PROD-010,Webcam 1080p HD,Electronics,4,180000,720000,Customer-031,Bago
T027781,01.06.2025,PROD-004,Standing Desk Converter,Furniture,4,500000,2000000,Customer-031,Bago
T027864,02.06.2025,PROD-005,Noise-Cancelling Headphones,Electronics,3,900000,2700000,Customer-031,Bago
